idx,text,label
145,"


I would say there are also significant numbers of unscrupulous doctors (of
the squeaky-clean, traditional crew-cut, talk to the AMA before starting
any treatment, kind) who recommend treatments that, though ""accepted"", may
not be necessary for the patient at the time.  And all for making a quick
buck.  I would not be surprised if the cost of medical services in the U.S. is
significantly inflated by these ""quacks of a different color"".  In fact, I'd
say these doctors are the most dangerous since they call into question the
true focus of the medical profession.  The AMA and the Boards should focus
on these ""quacks"" instead of devoting unbelievable energy on 'search-and-
destroy-missions' to pull the licenses of those doctors who are trying non-
traditional or not fully accepted treatments for their desperate patients
that traditional/accepted medicine cannot help.


***************************************************
Now to make a general comment on many recent posts:
***************************************************

Lately I've seen the word ""quack"" bandied about recklessly.  When a doctor or
doctor-wanna-be has decided to quit discussing any controversial medical
subject in a civilized manner, all he/she has to do is say ""quack-quack"" and
somehow they magically expect the readership of this newsgroup to roll over
on their backs and pee-pee on themselves in obedience.  What do they teach
you in medical school - how to throw your authority around?

Let me put it another way to make my point clear:  ""quack"" is a nebulous word
lacking in any precision.  Its sole use is to obfuscate the issues at hand.
The indiscriminate use of this word is a sure sign of incompetency;  and coming
from any medical doctor (or wanna-be), where competency is expected, is real
scary.

But what do I know, I've already been diagnosed by the sci.med.gods in this
newsgroup as being 'anal retentive', and 'psychotic'.  I look forward to more
net.diagnoses.  Hey, they're free.


Jon ""Quacks 'R Us"" Noring


(p.s., may I suggest - seriously - that if the doctors and wanna-be-doctors on
the net who refuse to have an open mind on alternative treatments and
theories, such as the ""yeast theory"", should create your own moderated group.
You can call it sci.med.traditional.moderated or sci.med.AMA-approved, so you
can keep anal-retentives like me out of it.)

-- 

Charter Member --->>>  INFJ Club.",13
146,"My suggestion would be to contact Microsoft about the Video4Windows SDK.
You would need to call Developer Services at (800)227-4679 extension 11771
from 6:30am to 5:30pm Pacific time.

",2
147,"
[...]

Wait a minute, Doug.  I know you are better informed than that.  The US 
has never invaded Nicaragua (as far as I know).  We liberated Grenada 
from the Cubans	to protect US citizens there and to prevent the completion 
of a strategic air strip.  Panama we invaded, true (twice this century).  
Vietnam?  We were invited in by the government of S. Vietnam.  (I guess 
we ""invaded"" Saudi Arabia during the Gulf War, eh?)  Mexico?  We have 
invaded Mexico 2 or 3 times, once this century, but there were no missiles 
for anyone to shoot over here at that time.  Hawaii?  We liberated it from 
Spain.

So if you mean by the word ""invaded"" some sort of military action where
we cross someone's border, you are right 5 out of 6.  But normally
""invaded"" carries a connotation of attacking an autonomous nation.
(If some nation ""invades"" the U.S. Virgin Islands, would they be
invading the Virgin Islands or the U.S.?)  So from this point of
view, your score falls to 2 out of 6 (Mexico, Panama).

[...]

No, it's someone who believes in ""peace-at-all-costs"".  In other words,
a person who would have supported giving Hitler not only Austria and
Czechoslakia, but Poland too if it could have averted the War.  And one
who would allow Hitler to wipe all *all* Jews, slavs, and political 
dissidents in areas he controlled as long as he left the rest of us alone.

""Is it supposed to be bad to be a peace-nik,"" you ask?  Well, it depends
on what your values are.  If you value life over liberty, peace over
freedom, then I guess not.  But if liberty and freedom mean more to you
than life itself; if you'd rather die fighting for liberty than live
under a tyrant's heel, then yes, it's ""bad"" to be a peace-nik.

The problem with most peace-niks it they consider those of us who are
not like them to be ""bad"" and ""unconscionable"".  I would not have any
argument or problem with a peace-nik if they held to their ideals and
stayed out of all conflicts or issues, especially those dealing with 
the national defense.  But no, they are not willing to allow us to
legitimately hold a different point-of-view.  They militate and 
many times resort to violence all in the name of peace.  (What rank
hypocrisy!)  All to stop we ""warmongers"" who are willing to stand up 
and defend our freedoms against tyrants, and who realize that to do
so requires a strong national defense.

Time to get off the soapbox now.  :)

[...]

Regards,",0
148,"
Actually, an apostle is someone who is sent.  If you will, mailmen could
be called apostles in that sense.  However, with Jesus, they were
designated and were given power.  Remember that there were many
thousands of people who witnessed what Jesus did.  That didn't make them
apostles, though.",15
149,"

So how much would it cost as a private venture, assuming you could talk the
U.S. government into leasing you a couple of pads in Florida? 

",14
150,"gnuplot, etc. make it easy to plot real valued functions of 2 variables
but I want to plot functions whose values are 2-vectors. I have been 
doing this by plotting arrays of arrows (complete with arrowheads) but
before going further, I thought I would ask whether someone has already
done the work. Any pointers??

thanx in advance
",1
151,"Tonigth a TV journal here in Brasil announced that an object,
beyond Pluto's orbit, was found by an observatory at Hawaii. They
named the object Karla.

	The program said the object wasn't a gaseous giant planet, and
should be composed by rocks and ices.

	Can someone confirm these information? Could this object be a
new planet or a Kuiper object?

	Thanks in advance.

	Francisco.",14
152,"
It was shafting on the part of the Arab land owners for doing it 
without notifying their tenant farmers and for not being responsible 
enough to make provisions for them, but rather just leaving
them to their fate.

The point is that the land was sold legally, often at prices
above its actual value.  It was legal, and good business for
the sellers, though it left the Palestinians who worked the land
in a poor situation.  

I don't know if others share this opinion.  It is mine,
and I'm sure there are some who agree and some who don't
The way I see it, the fallahin were caught in circumstances 
beyond their control, in that since they didn't own the land,
they didn't have a say. Of course, now for the sake of the ""greater 
Arab unity"" the Arabs are angry that the land was sold to the Jews
(an act that is illegal in Jordan), but when it happened, it was just 
business.   

The purpose of buying the land was to provide space and jobs for 
Jewish immigrants.  In any case, no matter what the purpose, 
the sales were legal, so I really don't see any grounds for 
contesting them.",17
153,"Archive-name: space/schedule
Last-modified: $Date: 93/04/01 14:39:23 $

SPACE SHUTTLE ANSWERS, LAUNCH SCHEDULES, TV COVERAGE

    SHUTTLE LAUNCHINGS AND LANDINGS; SCHEDULES AND HOW TO SEE THEM

    Shuttle operations are discussed in the Usenet group sci.space.shuttle,
    and Ken Hollis (gandalf@pro-electric.cts.com) posts a compressed version
    of the shuttle manifest (launch dates and other information)
    periodically there. The manifest is also available from the Ames SPACE
    archive in SPACE/FAQ/manifest. The portion of his manifest formerly
    included in this FAQ has been removed; please refer to his posting or
    the archived copy. For the most up to date information on upcoming
    missions, call (407) 867-INFO (867-4636) at Kennedy Space Center.

    Official NASA shuttle status reports are posted to sci.space.news
    frequently.


    WHY DOES THE SHUTTLE ROLL JUST AFTER LIFTOFF?

    The following answer and translation are provided by Ken Jenks
    (kjenks@gothamcity.jsc.nasa.gov).

    The ""Ascent Guidance and Flight Control Training Manual,"" ASC G&C 2102,

	""During the vertical rise phase, the launch pad attitude is
	commanded until an I-loaded V(rel) sufficient to assure launch tower
	clearance is achieved. Then, the tilt maneuver (roll program)
	orients the vehicle to a heads down attitude required to generate a
	negative q-alpha, which in turn alleviates structural loading. Other
	advantages with this attitude are performance gain, decreased abort
	maneuver complexity, improved S-band look angles, and crew view of
	the horizon. The tilt maneuver is also required to start gaining
	downrange velocity to achieve the main engine cutoff (MECO) target
	in second stage.""

    This really is a good answer, but it's couched in NASA jargon. I'll try
    to interpret.

    1)	We wait until the Shuttle clears the tower before rolling.

    2)	Then, we roll the Shuttle around so that the angle of attack
	between the wind caused by passage through the atmosphere (the
	""relative wind"") and the chord of the wings (the imaginary line
	between the leading edge and the trailing edge) is a slightly
	negative angle (""a negative q-alpha"").	This causes a little bit of
	""downward"" force (toward the belly of the Orbiter, or the +Z
	direction) and this force ""alleviates structural loading.""
	We have to be careful about those wings -- they're about the
	most ""delicate"" part of the vehicle.

    3)	The new attitude (after the roll) also allows us to carry more
	mass to orbit, or to achieve a higher orbit with the same mass, or
	to change the orbit to a higher or lower inclination than would be
	the case if we didn't roll (""performance gain"").

    4)	The new attitude allows the crew to fly a less complicated
	flight path if they had to execute one of the more dangerous abort
	maneuvers, the Return To Launch Site (""decreased abort maneuver
	complexity"").

    5)	The new attitude improves the ability for ground-based radio
	antennae to have a good line-of-sight signal with the S-band radio
	antennae on the Orbiter (""improved S-band look angles"").

    6)	The new attitude allows the crew to see the horizon, which is a
	helpful (but not mandatory) part of piloting any flying machine.

    7)	The new attitude orients the Shuttle so that the body is
	more nearly parallel with the ground, and the nose to the east
	(usually).  This allows the thrust from the engines to add velocity
	in the correct direction to eventually achieve orbit.  Remember:
	velocity is a vector quantity made of both speed and direction.
	The Shuttle has to have a large horizontal component to its
	velocity and a very small vertical component to attain orbit.

    This all begs the question, ""Why isn't the launch pad oriented to give
    this nice attitude to begin with?  Why does the Shuttle need to roll to
    achieve that attitude?""  The answer is that the pads were leftovers
    from the Apollo days.  The Shuttle straddles two flame trenches -- one
    for the Solid Rocket Motor exhaust, one for the Space Shuttle Main
    Engine exhaust.  (You can see the effects of this on any daytime
    launch.  The SRM exhaust is dirty gray garbage, and the SSME exhaust is
    fluffy white steam.  Watch for the difference between the ""top""
    [Orbiter side] and the ""bottom"" [External Tank side] of the stack.) The
    access tower and other support and service structure are all oriented
    basically the same way they were for the Saturn V's.  (A side note: the
    Saturn V's also had a roll program.  Don't ask me why -- I'm a Shuttle
    guy.)

    I checked with a buddy in Ascent Dynamics.	He added that the ""roll
    maneuver"" is really a maneuver in all three axes: roll, pitch and yaw.
    The roll component of that maneuver is performed for the reasons
    stated.  The pitch component controls loading on the wings by keeping
    the angle of attack (q-alpha) within a tight tolerance.  The yaw
    component is used to determine the orbital inclination.  The total
    maneuver is really expressed as a ""quaternion,"" a grad-level-math
    concept for combining all three rotation matrices in one four-element
    array.


    HOW TO RECEIVE THE NASA TV CHANNEL, NASA SELECT

    NASA SELECT is broadcast by satellite. If you have access to a satellite
    dish, you can find SELECT on Satcom F2R, Transponder 13, C-Band, 72
    degrees West Longitude, Audio 6.8, Frequency 3960 MHz. F2R is stationed
    over the Atlantic, and is increasingly difficult to receive from
    California and points west. During events of special interest (e.g.
    shuttle missions), SELECT is sometimes broadcast on a second satellite
    for these viewers.

    If you can't get a satellite feed, some cable operators carry SELECT.
    It's worth asking if yours doesn't.

    The SELECT schedule is found in the NASA Headline News which is
    frequently posted to sci.space.news. Generally it carries press
    conferences, briefings by NASA officials, and live coverage of shuttle
    missions and planetary encounters. SELECT has recently begun carrying
    much more secondary material (associated with SPACELINK) when missions
    are not being covered.


    AMATEUR RADIO FREQUENCIES FOR SHUTTLE MISSIONS

    The following are believed to rebroadcast space shuttle mission audio:

	W6FXN  - Los Angeles
	K6MF   - Ames Research Center, Mountain View, California
	WA3NAN - Goddard Space Flight Center (GSFC), Greenbelt, Maryland.
	W5RRR  - Johnson Space Center (JSC), Houston, Texas
	W6VIO  - Jet Propulsion Laboratory (JPL), Pasadena, California.
	W1AW Voice Bulletins

	Station    VHF	   10m	   15m	   20m	  40m	 80m
	------	 ------  ------  ------  ------  -----	-----
	W6FXN	 145.46
	K6MF	 145.585			 7.165	3.840
	WA3NAN	 147.45  28.650  21.395  14.295  7.185	3.860
	W5RRR	 146.64  28.400  21.350  14.280  7.227	3.850
	W6VIO	 224.04		 21.340  14.270
	W6VIO	 224.04		 21.280  14.282  7.165	3.840
	W1AW		 28.590  21.390  14.290  7.290	3.990

    W5RRR transmits mission audio on 146.64, a special event station on the
    other frequencies supplying Keplerian Elements and mission information.

    W1AW also transmits on 147.555, 18.160. No mission audio but they
    transmit voice bulletins at 0245 and 0545 UTC.

    Frequencies in the 10-20m bands require USB and frequencies in the 40
    and 80m bands LSB. Use FM for the VHF frequencies.

    [This item was most recently updated courtesy of Gary Morris
    (g@telesoft.com, KK6YB, N5QWC)]


    SOLID ROCKET BOOSTER FUEL COMPOSITION

    Reference: ""Shuttle Flight Operations Manual"" Volume 8B - Solid Rocket
    Booster Systems, NASA Document JSC-12770

    Propellant Composition (percent)

    Ammonium perchlorate (oxidizer)			69.6
    Aluminum						16
    Iron Oxide (burn rate catalyst)			0.4
    Polybutadiene-acrilic acid-acrylonitrile (a rubber) 12.04
    Epoxy curing agent					1.96

    End reference

    Comment: The aluminum, rubber, and epoxy all burn with the oxidizer.",14
154,"
   >>The info I am about to give is not a rumour, it's the truth. The new
   >>macintosh coming in the second quarter, will have a cpu of their own. 

 ]Excuse me but... have not all Macs got a CPU!!!

 ]Alain

Alain:
Get your facts straight before you post something like this.  The Duo
Dock does not have a CPU of its own.  It is a docking station with 
ports connecting various components, including the portable PowerBook
with its own CPU.  I guess these rumored new Duo Docks have a built-in
CPU to perform functions of their own.  Interesting!  If they're not
compatible with the current Duo models, I think you'll be hearing a
lot more ""screwed by Apple"" complaints.  Imagine a company obsoleting
(ooh, a new verb!) a virtually brand new computer... sheesh...
  
 Ken

-- 
-----------------------------------------------------------------
Kenneth Simon               Dept of Sociology, Indiana University
Internet: KSSIMON@INDIANA.EDU              Bitnet: KSSIMON@IUBACS ",4
155,,4
156,"

In addition to restricted mileage, many classic insurance carriers also require
that the vehicle be garaged when not in use.

$0.02

Ericy
",7
157,"




Do you question the existence of Alexander the Great, Tilgrath Pilisar III,
Nero, Caligula, Josephus, Cyrus the Great, Artexerxes?   Their documents
have decayed to dust too.  Brian, why another excuse? 


Peter wrote a bit of the Bible.  What Peter says about God is what
the Bible says.   


Consider the Bible a court recording.  Over the period of thousands of
years, various people come up and testify of their experience with the
living God.  Up comes Abraham the wealthy rancher.  Up comes Moses,
once the high official of Egypt.  Up comes Elijah, a priest.  Up comes
David, a mere shepherd who became King.  Up comes the pagan King 
Nebuchanezzar.  Up comes the pagan King of Persia, Cyrus.  Up comes
Nehemiah, cupbearer to the King of Persia.  Then Matthew, an IRS agent
takes the stand.  Up comes Luke, an M.D.  Then Paul a Jew who use
to kill Christians for fun.  Up comes John, a 17 year old boy.  Up
comes Peter, a fishermen.  Up comes James, the brother of Jesus himself.
Up comes hundreds of others.  You hear testimony from fishermen, IRS
agents, priests, Kings.  The court hearing lasts thousands of years
with people coming up and testifying about the God who calls himself
""I am."" 

While you are listening to all this stuff, you realize that
King David could have never known John, Solomon could have never known
Matthew, Nehemiah could have never known Peter.  You realize that all these
people are independent witnesses, and so, you rule out collaboration.  Yet
all of the witnesses tell of the same God.   Each testifier tells
of his own experiences with the living God.  Each experience is
different, but each experience has enough cross-over to unmistakenly
reveal that each one of these people is talking about the very same God.
What Daniel did not know about God, the 3rd Highest Official of
Babylon, God revealed to John 600 years later--but with a different
perspective.  No two testimonies are identical.  Each testimony
dares to venture off what is already known.  Yet each witness's
testimony, even though different from those prior, consistently
describes harmoniously fitting facets of the character of the same God.  

Now.  As we stare gazing at the computer, you got this seeming fanatic
on the other end of the net, saying, I know this God  ""I am"".  He has
revealed himself to me too.  He also calls himself Jesus (John 8:58).
Please believe me.  I am telling the truth.  It is wonderful to know him.",19
158,"he


     Are we talking about ColorView for DOS here?  
     I have version 2.0 and it writes the temp files to its own
     current directory.
     What later versions do, I admit that I don't know.
     Assuming your ""expert"" referenced above is talking about
     the version that I have, then I'd say he is correct.
     Is the ColorView for unix what is being discussed?
     Just mixed up, confused, befuddled, but genuinely and
     entirely curious....

     Uncle Fester
",1
159,"
the classic references in this area are Jacques Ellul for a
liberal/evangelical perspective and Os Guiness for a straight
evangelical view.  If you want to look at non-christian sources
try Alvin Toffler as the perennial optimist.  His views while
blatently non christian explore where technology may be going.


This is regardless of technology.  Be careful to separate the issues of
related to speed and dispersion of technology (how far the letter
went and how quickly it got there) and the message being passed in the
technology (something that seems to be totally wrong.)


When lecturing in this area I challenge my (non-christan/atheistic) class
about the impact technology has on life, quality of life and the rights
that they consider important.  Depending on how you work out your
faith will determine your response to the use of technology.  For example
friends of mine are considering IVF due to a life threatening situation the
wife is going through; when it is over they will have the baby. (God
willing).  In this case the technology is available and my friends have to
decide what to do.  In all cases though you must decide if the technology
is against God's revealed word.

Regards
 David",15
160,"Mr. water-head,
i never said that israel diverted lebanese rivers, in fact i said that
israel went into southern lebanon to  make sure that no 
water is being used on the lebanese
side, so that all water would run into Jordan river where there
israel will use it  !#$%^%&&*-head.",17
161,"


And I'm sure that is a great comfort to the widows and children of
those stabbed, beaten and burned to death. The real question is,
""Did the crime rate in England go down, after they enacted 
gun control laws?"" If you look at the rates before and after their
first such law in 1920, you will see no effect.",16
162,"I edited a few newsgroup from that line (don't like to crosspost THAT
much).  I can't compare the two, but I recently got an HP DeskJet 500.

I'm very pleased with the output (remember that I'm used to imagens,
laser and postscript printers at school -- looks very good.  You have
to be careful to let it dry before touching it, as it will smudge.

The deskjet is SLOW.  This is in comparison to the other printers I
mentioned.  I have no idea how the bubblejet compares.

The interface between Win3.1 and the printer is just dandy, I've not
had any problems with it.

Hope that helps some.

--Cindy

--
Cindy Tittle Moore",2
163,"
i did a workshop on this for an episcopalian student gathering a
couple months ago because i wanted to know the answer too.  as far as
i could tell, although that story was never specifically _told_ in the
bible, many references are made to it, primarily in the new testament.
in the old testament there is actually an entirely different view of
satan as a (excuse the pun) ""devil's advocate"" for yahweh.  see the
book of job.  getting back to the fallen angel story, there are _no_
references to ""lucifer"" in the bible except for a mistranslation of
""the morning star"" in the king james version (isaiah 14:12), which
probably referred to a babylonian monarch much in the same was as ""the
sun king"" referred to louis xiv.  

all in all, i don't know where the story _came from_; it may have been
rolling around for a long time, or milton (_paradise lost_) may have
invented it.  sorry for the sketchiness of the rest of this, but i am
in a hurry and need to eat lunch!  feel free to email me about the
other stuff i found out....  (although a lot of it is just the result
of a bible concordance program called ""quickverse"" -- it's really
lousy, by the way -- don't buy it.) 
",15
164,,9
165,"Where can you get info (brochures...) on Differential GPS Systems and where to 
buy them?",12
166,"I have a pair of Oakleys that cost about $100 new a year ago.  I hardly ever
wore them because they just don't look right on me.  They are orange and
blue and are the ""blade"" kind (Terminator style).  I am willing to sell these
for $40 to the first response I get. 
I also have a Bulls vs. Blazers game for the SNES that is in perfect
condition.  I am selling it for $35.  It includes the instruction manual.
",6
167,"Would someone please give me the address for Texas Ranger
ticket orders. Thanks very much.",9
168,"I participated a promotion by a company called Visual Images. 
They sent me a award certificate three months ago and asked 
me to buy their promotion package in order to receive the major
award. They mislabled my address and I did not receive my package
until one month ago. I was mad and angry about how it took them
so long to get my package. So I wrote them a letter and requested
for a refund. They never return my letter. I was lucky enough to
find out their telephone number through operator and received the
package. I immediately returned the package and wrote them another
letter to ask for refund. The package was returned because they
address they put on the package was incorrect. I attempted to 
call them and learnd that they have changed their telephone number.
It took me at least 10 phone calls to find out their new number,
but they refused to take any responsibility. I spoke to their
manager and she said she would call me back, but she has not call
yet. But I was able to get their address from their front desk.
Should I just go ahead and send the package? Or should I waite until
they call me back?

I know there are several people on the net has experience with the
same company. I would like to know how they got their money back.
If you have similar experience, please advise me.

Thanks in advance,",6
169,"     Digitally-tuned shorwave radio with alarm clock and 5 presets per band.
       Has AM, FM, SW1, and SW2 bands.   Asking $25 + shppg.
         Reply for more details.    Thanks      Pete 3mwieu4@cmuvm.cmich.edu
",6
170,"# #The article also contains numbers on the number of sexual partners.
# #The median number of sexual partners for all men 20-39 was 7.3.
# #Compared to the table I have already posted from Masters, Johnson,
# #and Kolodny showing male homosexual partners, it is apparent that
# #homosexual men are dramatically more promiscuous than the general
# #male population.  It's a shame that we don't have a breakdown for
# #straight men vs. gay/bi men -- that would show even more dramatically
# #how much more promiscuous gay/bi men are.
# 
# Possibly because gay/bi men are less likely to get married?

Marriage isn't a requirement for a couple staying together.

# What was the purpose of this post?  If it was to show a mindless obsession
# with statistics, an incredibly flawed system of reasoning, and a repellent
# hatemonger agenda, then the purpose was accomplished with panache.
# 
# (a) Get a clue.  (b) Get a life.  (c) Get out of my face.  I'm not in yours.
# 
# ----bi    Andrew D. Simchik					SCHNOPIA!

Yes you are.  When you and the rest of the homosexual community
pass laws to impose your moral codes on me, by requiring me to
hire, rent to, or otherwise associate with a homosexual against
my will, yes, you are in my face.  Until homosexuals stop trying
to impose their morals on me, I will be in your face about this.",18
171,,1
172,"

If anybody is having problems following the thread be sure to ask the
origonal poster to rectify your misunderstanding.",10
173,"I am looking for Super 8mm Projector with SOUNDS.
If anybody out there has one for sale, semd email with 
the name of brand, condition of projector, and price for
sale to kimd@rpi.edu
(IT MUST HAVE SOUND CAPABILITY)",6
174,"
Kevin Todd is an Oiler and has been one for months. How closely do you follow
the Devils, anyway? Jeez....",10
175,"Hi folks
Thanks to the ones that replied, however, my problem turned out
to be very simple.

In my .Xresources I had a space after XTerm*font:   10x20.
Removing this and xrdb fixed my problem.

Also, same symptom, was that some of my users did not have the
proper capitals for XTerm*font.

Thanks again",5
176,"Could you post a description of ObjectBase, your chosen
product.",2
177,"
Who knows in this legal climate, but there is tremendous legal precendent
for forcibly quarantining TB patients in sanitariums.  100 yrs ago
it was done all the time.  It has been done sporadically all along
in patients who won't take their medicine.  If you have TB you
may find yourself under surveilence of the Public Health Department
and you may find they have the legal power to insist you make your
clinic visits.
-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" ",13
178,"
No rumour, IBM's clock tripling chip was seen in some trade show last
fall (COMDEX or something, I wasn't there). All you people who are
drooling after this chip do realize that it has no FPU, just like
486SX, that Evil Marketing Ploy(tm) from Intel, don't you? It has 16K
of internal cache, which probably is where the saved silicon real
estate went. Because of some contract, IBM is not allowed to sell its
486 chips to third parties, so these chips are unlikely to become
available in any non-IBM machines. Of course, nothing prevents other
companies from implementing a DX3/99, but nobody hasn't even come out
with a real 486DX (FPU and all) clone yet (although AMD soon will).",3
179,"


Avery was the #2 overall pick by the Braves, behind Mark Lewis (I think) in
1988.  John Smoltz came over to the Braves from the Tigers, but was developed
by the Braves.  Jeff Blauser isn't a bad player.
-- 
Dale J. Stephenson |*| (steph@cs.uiuc.edu) |*| Baseball fanatic",9
180,"


A.  Folks, do we have an FAQ on tinnitus yet?

B.  As a lo-o-o-ong time sufferer of tinnitus and as a neuroscientist
who has looked over the literature carefully I believe the following
are reasonable conclusions:

1. Millions of people suffer from chronic tinnitus.
2. The cause it not understood.
3. There is no accepted treatment that cures it.
4. Some experimental treatments may have helped some people a bit, but
there have be no reports--even anecdotal--of massive good results with
any of these experimental drugs.
5. Some people with chronic loud tinnitus use noise blocking to get to sleep.
6. Sudden onset loud tinnitus can be caused by injuries and sometimes
abates or goes away after a few months.
7. Aspirin is well known to exacerbate tinnitus in some people.
8. There is a national association of tinnitus sufferers in the US.
9. One usually gets used to it.  Especially when concentrating on
something else the tinnitus becomes unnoticed.
10.  Stress and lack of sleep make tinnitus more annoying, sometimes.
11.  I'm sure those of us who have it wish there was a cure, but there
is not.",13
181,"
Right. So all the cops will be buying antique muscle cars for chase cars;
otherwise the *police* cars will die too!

-----------------------------------------------------------------------
                    | To get the attention of a large animal, be it an
                    | elephant or a bureaucracy, it helps to know what
George Patterson -  | part of it feels pain. Be very sure, though, that
                    | you want its full attention.
                    |                            Kelvin Throop",12
182,"
   Newsgroups: sci.med
   Path: news.larc.nasa.gov!saimiri.primate.wisc.edu!zaphod.mps.ohio-state.edu!uwm.edu!cs.utexas.edu!uunet!think.com!hsdndev!spdcc!dyer
   From: dyer@spdcc.com (Steve Dyer)
   Organization: S.P. Dyer Computer Consulting, Cambridge MA
   References: <20996.3049.uupcb@factory.com> <79727@cup.portal.com>
   Date: Sat, 17 Apr 1993 18:43:05 GMT
   Lines: 18

   >I remember hearing a few years back about a new therapy for hyperactivity
   >which involved aggressively eliminating artificial coloring and flavoring
   >from the diet.  The theory -- which was backed up by interesting anecdotal
   >results -- is that certain people are just way more sensitive to these
   >chemicals than other people.  I don't remember any connection being made
   >with seizures, but it certainly couldn't hurt to try an all-natural diet.

   Yeah, the ""Feingold Diet"" is a load of crap.  Children diagnosed with ADD
   who are placed on this diet show no improvement in their intellectual and
   social skills, which in fact continue to decline.  Of course, the parents
   who are enthusiastic about this approach lap it up at the expense of their
   children's development.  So much for the value of ""interesting anecdotal
   results"".  People will believe anything if they want to.

   -- 
   Steve Dyer
   dyer@ursa-major.spdcc.com aka {ima,harvard,rayssd,linus,m2c}!spdcc!dyer


Thanks for all the interest in this problem of mine. I don't think it
is a reaction to sugar or junk food per se since Kathryn has never shown
any signs of hyperactivity or changes in behavior in response to food.
She has always been very calm and dare I say, a neat, smart kid.

The fact that this happened while eating two sugar coated cereals made
by Kellog's makes me think she might be having an allergic reaction to
something in the coating or the cereals.  Of the four of us in our
immediate family, Kathryn shows the least signs of the hay fever, running
nose, itchy eyes, etc. but we have a lot of allergies in our family history
including some weird food allergies - nuts, mushrooms. 

Anyway, our next trip is to an endocrinologist to check out the body
chemistry.  But so far, no more sugar coated cereals and no more seizures
either.  Every day that goes by without one makes me heave a sigh of
relief.  Thanks again.
",13
183,"


Including all the ones who think that they countersteer all the way
through a corner??


Agreed!


This is really the only thing we disagree on. Maybe we should agree to
disagree?? I still think  that telling newbies to steer left to turn
to the right is unnecessarily confusing, when they'll do it anyway if they
just get on the bike and ride the damn thing.




Me too!!

:-)




Jeez, Ed, when you started talking about traction management policies I
thought you were making some weird reference to looking after railway
locomotives...

The official line here (though I do have my doubts about it) is that the
front brake is applied first, followed by the rear brake, the idea being
that you avoid locking up the rear after weight transfer takes place. In
practice I suspect most people do what you describe.


If you don't slide the tyre, you have no way of knowing whether you've
achieved maximum braking or not. I'm not suggesting that you should always
aim to brake as hard as you possibly can - but if you want to find the
limits of the machine, you have to go beyond them. ",8
184,"This is turning into a FAQ


Here is how to violate your Quadra 700 warranty and install your own
memory.

1)  Insert usual disclaimer here
 
2)  Remove the top lid of the machine. You will see the floppy disk and
    hard drive mounted in a plastic tower. Follow the usual anti-static
    precautions and of course make sure the machine is OFF when you do
    this. Unplug the wall and monitor power supply cords from the back
	of the mac.
 
3)  Remove the power supply by pulling the plastic interlocking tab on the
    tower forward and simultaneously pulling the power supply straight up.
    The tab is a piece of plastic from the left posterior aspect of the
    tower which extends downward to hook on to the power supply. You may
    also feel a horseshoe shaped piece at the right portion of the power
    supply. Leave that alone. The plastic tab from the tower is all you
    need release.
 
4)  Look at the rear of the tower assembly. You will see the flat ribbon
    SCSI connector to the hard drive, a power cable and a flat ribbon cable
    leading to the floppy drive. Disconnect all these from the motherboard.
    The hard drive power cable connector has a tab which must be squeezed
    to release it.
                                            
5)  Unplug the drive activity LED from its clear plastic mount

6)  Look down the posterior, cylindrical section of the plastic tower. A
    phillips head screw is at the base. Remove it, taking care not to drop
    it into the case. A bit of gummy glue on your screwdriver is helpful
    here.

7)  Remove the tower assembly by pulling medially the plastic tab on the
    right side of the tower. This tab prevents the tower from sliding
	posteriorly. Slide the entire tower assembly 1 cm posteriorly then
	lift the tower assembly straight up and out of the case.

8)  Congratulations, you have now gained access to your machine's SIMM
    slots.

9)  The six big slots are for VRAM. One usually must install all six to
    gain useful video modes. All SIMMS (RAM or VRAM)  installed with their
	chips facing the front of the motherboard.
	
    The four smaller sockets in front are for RAM SIMMS. Install SIMMS in
	sets of four into these sockets. Be sure you seat the SIMMS squarely
	and firmly into a fully upright position.
	
10) Reinstall the tower assembly by first placing the right wall of the
    tower against the right wall of the case with the tower assembly about
	1 cm posterior of its intended position. Lower the tower assembly into
	place while maintaining contact with the right wall of the case.
    Once fully down, slide the tower assembly anteriorly until it clicks
    into place.
	
11) Reconnect the motherboard ends of the cables. DONT'T FORGET THE FLOPPY
    DRIVE CABLE.

12) Replace the phillips head screw

13) Drop the power supply straight down into place until it clicks in.

14) Plug the hard drive activity light back into its clear plastic mount",4
185,"hi folks
i have 2 hd first is an seagate 130mb
the second a cdc 340mb (with a future domain no ram)
i'd like to change my 2 controller ide & scsi and buy
a new one with ram (at least 1mb) that could controll 
all of them
any companies?
how many $?
and is it possible via hw or via sw select how divide
the ram cache for 2 hd? (for example using dos that is 
about all on one hd i'd like to reserve ram cache just to it)",3
186,"


What _is_ your problem?  Hite's post wasn't a flame.  It was a
correction of *your* error.

YOUR reply was a flame.  


Not in the least.  

",9
187,"
Okay, I've received a whole lot of requests for the movie, so for
simplicity's sake I can't mail out any more than I've already received (as
of 16:30 EDT, Tuesday).  Maybe it'll pop up on a site sooner or later.",1
